timestamp,topic,message
2025-11-27T10:50:20.702000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:21.654000+00:00,bhkw/warning,True
2025-11-27T10:50:21.684000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:21.700000+00:00,bhkw/temperatur/ruecklauf,31.4
2025-11-27T10:50:21.700000+00:00,bhkw/sollwert,70
2025-11-27T10:50:21.701000+00:00,bhkw/error,False
2025-11-27T10:50:22.680000+00:00,bhkw/warning,True
2025-11-27T10:50:22.699000+00:00,bhkw/sollwert,70
2025-11-27T10:50:22.700000+00:00,bhkw/error,False
2025-11-27T10:50:22.700000+00:00,bhkw/temperatur/ruecklauf,31.4
2025-11-27T10:50:22.701000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:23.657000+00:00,bhkw/warning,True
2025-11-27T10:50:23.689000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:23.697000+00:00,bhkw/sollwert,70
2025-11-27T10:50:23.703000+00:00,bhkw/error,False
2025-11-27T10:50:23.707000+00:00,bhkw/temperatur/ruecklauf,31.4
2025-11-27T10:50:24.666000+00:00,bhkw/warning,True
2025-11-27T10:50:24.689000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:24.695000+00:00,bhkw/sollwert,70
2025-11-27T10:50:24.699000+00:00,bhkw/temperatur/ruecklauf,31.4
2025-11-27T10:50:24.699000+00:00,bhkw/error,False
2025-11-27T10:50:25.679000+00:00,bhkw/warning,True
2025-11-27T10:50:25.689000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:25.697000+00:00,bhkw/sollwert,70
2025-11-27T10:50:25.698000+00:00,bhkw/temperatur/ruecklauf,31.4
2025-11-27T10:50:25.699000+00:00,bhkw/error,False
2025-11-27T10:50:26.667000+00:00,bhkw/warning,True
2025-11-27T10:50:26.686000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:26.698000+00:00,bhkw/sollwert,70
2025-11-27T10:50:26.699000+00:00,bhkw/temperatur/ruecklauf,31.4
2025-11-27T10:50:26.700000+00:00,bhkw/error,False
2025-11-27T10:50:27.665000+00:00,bhkw/warning,True
2025-11-27T10:50:27.690000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:50:27.718000+00:00,bhkw/sollwert,70
2025-11-27T10:50:27.720000+00:00,bhkw/error,False
2025-11-27T10:50:27.720000+00:00,bhkw/temperatur/ruecklauf,31.4
2025-11-27T10:50:28.666000+00:00,bhkw/warning,True
